order_id,customer_id,amount,ordered_at,status,file_id
5167,333,10,2026-06-03,fulfilled,orders_06.csv
5168,279,20,2026-06-18,paid,orders_06.csv
5169,54,10,2026-06-14,paid,orders_06.csv
5170,44,15,2026-06-20,paid,orders_06.csv
5171,256,80,2026-06-14,fulfilled,orders_06.csv
5172,120,15,2026-06-06,fulfilled,orders_06.csv
5173,318,80,2026-06-15,paid,orders_06.csv
5174,276,120,2026-06-24,paid,orders_06.csv
5175,151,20,2026-06-25,paid,orders_06.csv
5176,138,20,2026-06-19,paid,orders_06.csv
5177,134,15,2026-06-24,fulfilled,orders_06.csv
5178,96,15,2026-06-08,paid,orders_06.csv
5179,145,50,2026-06-05,paid,orders_06.csv
5180,34,35,2026-06-11,paid,orders_06.csv
5181,260,50,2026-06-08,paid,orders_06.csv
5182,52,80,2026-06-21,fulfilled,orders_06.csv
5183,53,10,2026-06-02,fulfilled,orders_06.csv
5184,119,120,2026-06-29,fulfilled,orders_06.csv
5185,192,10,2026-06-30,paid,orders_06.csv
5186,62,10,2026-06-08,paid,orders_06.csv
5187,299,15,2026-06-20,paid,orders_06.csv
5188,263,120,2026-06-12,paid,orders_06.csv
5189,309,20,2026-06-15,paid,orders_06.csv
5190,327,50,2026-06-04,cancelled,orders_06.csv
5191,112,10,2026-06-12,paid,orders_06.csv
5192,73,10,2026-06-11,paid,orders_06.csv
5193,20,50,2026-06-09,paid,orders_06.csv
5194,6,120,2026-06-27,paid,orders_06.csv
5195,348,20,2026-06-14,paid,orders_06.csv
5196,160,10,2026-06-20,paid,orders_06.csv
5197,254,50,2026-06-02,fulfilled,orders_06.csv
5198,209,10,2026-06-03,fulfilled,orders_06.csv
5199,282,15,2026-06-22,cancelled,orders_06.csv
5200,335,15,2026-06-03,fulfilled,orders_06.csv
5201,139,35,2026-06-23,paid,orders_06.csv
5202,158,35,2026-06-22,paid,orders_06.csv
5203,382,50,2026-06-10,paid,orders_06.csv
5204,214,10,2026-06-14,paid,orders_06.csv
5205,101,35,2026-06-21,fulfilled,orders_06.csv
5206,4,35,2026-06-07,paid,orders_06.csv
5207,59,120,2026-06-14,paid,orders_06.csv
5208,296,20,2026-06-13,fulfilled,orders_06.csv
5209,84,15,2026-06-25,paid,orders_06.csv
5210,283,15,2026-06-02,fulfilled,orders_06.csv
5211,294,50,2026-06-03,paid,orders_06.csv
5212,259,15,2026-06-24,paid,orders_06.csv
5213,146,15,2026-06-12,cancelled,orders_06.csv
5214,35,10,2026-06-06,fulfilled,orders_06.csv
5215,386,120,2026-06-16,paid,orders_06.csv
5216,65,120,2026-06-10,paid,orders_06.csv
5217,248,20,2026-06-30,paid,orders_06.csv
5218,326,35,2026-06-20,paid,orders_06.csv
5219,365,50,2026-06-29,paid,orders_06.csv
5220,114,50,2026-06-21,fulfilled,orders_06.csv
5221,101,120,2026-06-20,fulfilled,orders_06.csv
5222,290,15,2026-06-06,paid,orders_06.csv
5223,266,15,2026-06-13,fulfilled,orders_06.csv
5224,64,15,2026-06-12,paid,orders_06.csv
5225,99,10,2026-06-24,cancelled,orders_06.csv
5226,388,80,2026-06-27,paid,orders_06.csv
5227,166,10,2026-06-22,fulfilled,orders_06.csv
5228,234,50,2026-06-20,paid,orders_06.csv
5229,216,20,2026-06-21,cancelled,orders_06.csv
5230,218,35,2026-06-08,paid,orders_06.csv
5231,258,35,2026-06-15,paid,orders_06.csv
5232,2,50,2026-06-01,fulfilled,orders_06.csv
5233,121,35,2026-06-15,cancelled,orders_06.csv
5234,235,120,2026-06-25,paid,orders_06.csv
5235,243,35,2026-06-26,paid,orders_06.csv
5236,66,20,2026-06-03,fulfilled,orders_06.csv
5237,47,120,2026-06-12,fulfilled,orders_06.csv
5238,262,80,2026-06-17,paid,orders_06.csv
5239,326,15,2026-06-02,paid,orders_06.csv
5240,376,20,2026-06-30,cancelled,orders_06.csv
5241,28,120,2026-06-03,cancelled,orders_06.csv
5242,194,80,2026-06-29,paid,orders_06.csv
5243,34,50,2026-06-01,paid,orders_06.csv
5244,68,35,2026-06-07,paid,orders_06.csv
5245,85,80,2026-06-26,paid,orders_06.csv
5246,180,50,2026-06-03,paid,orders_06.csv
5247,166,50,2026-06-06,paid,orders_06.csv
5248,234,15,2026-06-29,paid,orders_06.csv
5249,246,15,2026-06-17,cancelled,orders_06.csv
5250,316,50,2026-06-09,paid,orders_06.csv
5251,191,10,2026-06-11,paid,orders_06.csv
5252,207,15,2026-06-06,paid,orders_06.csv
5253,168,35,2026-06-22,paid,orders_06.csv
5254,136,10,2026-06-26,cancelled,orders_06.csv
5255,326,120,2026-06-02,paid,orders_06.csv
5256,232,50,2026-06-28,cancelled,orders_06.csv
5257,353,10,2026-06-19,paid,orders_06.csv
5258,323,120,2026-06-18,fulfilled,orders_06.csv
5259,191,20,2026-06-24,fulfilled,orders_06.csv
5260,296,15,2026-06-12,paid,orders_06.csv
5261,392,10,2026-06-11,fulfilled,orders_06.csv
5262,91,50,2026-06-08,paid,orders_06.csv
5263,265,20,2026-06-10,paid,orders_06.csv
5264,300,80,2026-06-21,paid,orders_06.csv
5265,1,80,2026-06-24,paid,orders_06.csv
5266,77,20,2026-06-08,cancelled,orders_06.csv
5267,222,35,2026-06-21,cancelled,orders_06.csv
5268,25,15,2026-06-12,fulfilled,orders_06.csv
5269,314,80,2026-06-08,paid,orders_06.csv
5270,28,10,2026-06-01,cancelled,orders_06.csv
5271,156,10,2026-06-12,cancelled,orders_06.csv
5272,274,15,2026-06-12,fulfilled,orders_06.csv
5273,155,50,2026-06-19,paid,orders_06.csv
5274,188,50,2026-06-07,fulfilled,orders_06.csv
5275,69,10,2026-06-06,paid,orders_06.csv
5276,77,35,2026-06-23,paid,orders_06.csv
5277,327,15,2026-06-03,paid,orders_06.csv
5278,136,10,2026-06-13,paid,orders_06.csv
5279,288,20,2026-06-21,cancelled,orders_06.csv
5280,297,35,2026-06-21,cancelled,orders_06.csv
5281,266,80,2026-06-30,fulfilled,orders_06.csv
5282,85,10,2026-06-08,paid,orders_06.csv
5283,273,10,2026-06-02,fulfilled,orders_06.csv
5284,122,15,2026-06-06,paid,orders_06.csv
5285,399,10,2026-06-30,paid,orders_06.csv
5286,283,80,2026-06-20,paid,orders_06.csv
5287,212,15,2026-06-05,cancelled,orders_06.csv
5288,330,50,2026-06-20,fulfilled,orders_06.csv
5289,314,15,2026-06-27,cancelled,orders_06.csv
5290,33,20,2026-06-10,paid,orders_06.csv
5291,371,120,2026-06-29,fulfilled,orders_06.csv
5292,276,10,2026-06-23,fulfilled,orders_06.csv
5293,224,80,2026-06-28,fulfilled,orders_06.csv
5294,380,80,2026-06-03,fulfilled,orders_06.csv
5295,116,10,2026-06-06,paid,orders_06.csv
5296,330,10,2026-06-08,paid,orders_06.csv
5297,384,80,2026-06-11,paid,orders_06.csv
5298,27,20,2026-06-23,cancelled,orders_06.csv
5299,224,80,2026-06-22,cancelled,orders_06.csv
5300,152,80,2026-06-09,paid,orders_06.csv
5301,260,10,2026-06-03,paid,orders_06.csv
5302,121,120,2026-06-09,paid,orders_06.csv
5303,383,20,2026-06-06,paid,orders_06.csv
5304,200,20,2026-06-29,cancelled,orders_06.csv
5305,195,120,2026-06-08,cancelled,orders_06.csv
5306,242,120,2026-06-16,cancelled,orders_06.csv
5307,4,120,2026-06-23,paid,orders_06.csv
5308,372,15,2026-06-14,cancelled,orders_06.csv
5309,158,120,2026-06-29,paid,orders_06.csv
5310,319,50,2026-06-13,paid,orders_06.csv
5311,88,15,2026-06-19,paid,orders_06.csv
5312,58,10,2026-06-01,cancelled,orders_06.csv
5313,83,20,2026-06-30,paid,orders_06.csv
5314,15,10,2026-06-23,paid,orders_06.csv
5315,355,80,2026-06-05,paid,orders_06.csv
5316,35,80,2026-06-23,paid,orders_06.csv
5317,303,120,2026-06-03,paid,orders_06.csv
5318,274,80,2026-06-07,paid,orders_06.csv
5319,387,80,2026-06-29,fulfilled,orders_06.csv
5320,127,15,2026-06-04,paid,orders_06.csv
5321,18,10,2026-06-04,paid,orders_06.csv
5322,385,80,2026-06-27,paid,orders_06.csv
5323,52,15,2026-06-16,paid,orders_06.csv
5324,388,80,2026-06-26,paid,orders_06.csv
5325,164,20,2026-06-10,fulfilled,orders_06.csv
5326,11,20,2026-06-09,paid,orders_06.csv
5327,145,10,2026-06-30,paid,orders_06.csv
5328,165,120,2026-06-30,cancelled,orders_06.csv
5329,244,120,2026-06-17,paid,orders_06.csv
5330,382,10,2026-06-20,fulfilled,orders_06.csv
5331,224,50,2026-06-01,paid,orders_06.csv
5332,241,80,2026-06-12,paid,orders_06.csv
5333,290,15,2026-06-18,paid,orders_06.csv
5334,148,15,2026-06-19,fulfilled,orders_06.csv
5335,269,15,2026-06-01,paid,orders_06.csv
5336,385,10,2026-06-25,paid,orders_06.csv
5337,252,10,2026-06-12,fulfilled,orders_06.csv
5338,95,35,2026-06-23,cancelled,orders_06.csv
5339,264,20,2026-06-12,cancelled,orders_06.csv
5340,146,120,2026-06-06,paid,orders_06.csv
5341,119,35,2026-06-23,paid,orders_06.csv
5342,326,120,2026-06-04,paid,orders_06.csv
5343,357,50,2026-06-16,paid,orders_06.csv
5344,168,20,2026-06-21,paid,orders_06.csv
5345,203,80,2026-06-13,paid,orders_06.csv
5346,331,10,2026-06-14,paid,orders_06.csv
5347,156,20,2026-06-07,fulfilled,orders_06.csv
5348,280,50,2026-06-29,paid,orders_06.csv
5349,323,15,2026-06-13,fulfilled,orders_06.csv
5350,273,50,2026-06-05,cancelled,orders_06.csv
5351,18,20,2026-06-21,cancelled,orders_06.csv
5352,268,15,2026-06-11,fulfilled,orders_06.csv
5353,284,80,2026-06-22,paid,orders_06.csv
5354,238,35,2026-06-06,paid,orders_06.csv
5355,119,15,2026-06-19,paid,orders_06.csv
5356,330,80,2026-06-15,paid,orders_06.csv
5357,99,20,2026-06-17,paid,orders_06.csv
5358,361,120,2026-06-25,cancelled,orders_06.csv
5359,371,15,2026-06-05,paid,orders_06.csv
5360,168,50,2026-06-24,cancelled,orders_06.csv
5361,83,15,2026-06-12,paid,orders_06.csv
5362,133,80,2026-06-07,paid,orders_06.csv
5363,337,10,2026-06-06,paid,orders_06.csv
5364,78,15,2026-06-13,paid,orders_06.csv
5365,153,35,2026-06-24,paid,orders_06.csv
5366,56,80,2026-06-07,paid,orders_06.csv
5367,106,35,2026-06-09,fulfilled,orders_06.csv
5368,7,35,2026-06-02,fulfilled,orders_06.csv
5369,114,50,2026-06-23,paid,orders_06.csv
5370,12,15,2026-06-15,paid,orders_06.csv
5371,378,35,2026-06-20,paid,orders_06.csv
5372,125,120,2026-06-24,fulfilled,orders_06.csv
5373,294,50,2026-06-23,fulfilled,orders_06.csv
5374,118,80,2026-06-28,cancelled,orders_06.csv
5375,118,80,2026-06-28,paid,orders_06.csv
5376,64,35,2026-06-21,fulfilled,orders_06.csv
5377,134,80,2026-06-11,paid,orders_06.csv
5378,215,15,2026-06-29,fulfilled,orders_06.csv
5379,365,80,2026-06-23,paid,orders_06.csv
5380,217,35,2026-06-09,fulfilled,orders_06.csv
5381,319,120,2026-06-01,fulfilled,orders_06.csv
5382,346,80,2026-06-17,paid,orders_06.csv
5383,336,20,2026-06-29,paid,orders_06.csv
5384,251,10,2026-06-13,paid,orders_06.csv
5385,279,15,2026-06-09,paid,orders_06.csv
5386,103,50,2026-06-23,paid,orders_06.csv
5387,295,35,2026-06-04,cancelled,orders_06.csv
5388,368,35,2026-06-07,cancelled,orders_06.csv
5389,328,120,2026-06-01,paid,orders_06.csv
5390,176,35,2026-06-17,fulfilled,orders_06.csv
5391,351,15,2026-06-07,fulfilled,orders_06.csv
5392,391,10,2026-06-17,cancelled,orders_06.csv
5393,327,10,2026-06-12,paid,orders_06.csv
5394,196,35,2026-06-09,paid,orders_06.csv
5395,39,35,2026-06-01,fulfilled,orders_06.csv
5396,358,80,2026-06-21,paid,orders_06.csv
5397,136,10,2026-06-19,paid,orders_06.csv
5398,380,35,2026-06-10,cancelled,orders_06.csv
5399,201,35,2026-06-08,paid,orders_06.csv
5400,67,120,2026-06-06,paid,orders_06.csv
5401,325,15,2026-06-26,fulfilled,orders_06.csv
5402,288,80,2026-06-21,paid,orders_06.csv
5403,75,20,2026-06-27,fulfilled,orders_06.csv
5404,151,120,2026-06-15,cancelled,orders_06.csv
5405,65,120,2026-06-21,fulfilled,orders_06.csv
5406,118,20,2026-06-12,fulfilled,orders_06.csv
5407,130,35,2026-06-22,paid,orders_06.csv
5408,2,120,2026-06-16,paid,orders_06.csv
5409,126,80,2026-06-12,paid,orders_06.csv
5410,246,35,2026-06-11,fulfilled,orders_06.csv
5411,327,10,2026-06-20,paid,orders_06.csv
5412,156,120,2026-06-05,fulfilled,orders_06.csv
5413,44,120,2026-06-02,cancelled,orders_06.csv
5414,167,120,2026-06-29,paid,orders_06.csv
5415,177,80,2026-06-17,cancelled,orders_06.csv
5416,337,10,2026-06-01,paid,orders_06.csv
5417,336,20,2026-06-03,paid,orders_06.csv
5418,52,50,2026-06-20,paid,orders_06.csv
5419,120,15,2026-06-28,fulfilled,orders_06.csv
5420,79,15,2026-06-12,fulfilled,orders_06.csv
5421,274,15,2026-06-26,cancelled,orders_06.csv
5422,353,50,2026-06-29,paid,orders_06.csv
5423,281,120,2026-06-22,paid,orders_06.csv
5424,254,80,2026-06-07,paid,orders_06.csv
5425,41,80,2026-06-17,fulfilled,orders_06.csv
5426,60,50,2026-06-22,paid,orders_06.csv
5427,215,15,2026-06-09,paid,orders_06.csv
5428,253,50,2026-06-16,paid,orders_06.csv
5429,240,15,2026-06-16,fulfilled,orders_06.csv
5430,256,15,2026-06-08,cancelled,orders_06.csv
5431,377,10,2026-06-20,paid,orders_06.csv
5432,165,35,2026-06-27,cancelled,orders_06.csv
5433,341,20,2026-06-16,fulfilled,orders_06.csv
5434,219,35,2026-06-12,paid,orders_06.csv
5435,327,20,2026-06-06,paid,orders_06.csv
5436,313,10,2026-06-01,paid,orders_06.csv
5437,49,50,2026-06-26,fulfilled,orders_06.csv
5438,388,15,2026-06-16,paid,orders_06.csv
5439,368,35,2026-06-07,paid,orders_06.csv
5440,49,120,2026-06-11,paid,orders_06.csv
5441,243,120,2026-06-11,cancelled,orders_06.csv
5442,395,15,2026-06-18,paid,orders_06.csv
5443,176,35,2026-06-14,paid,orders_06.csv
5444,27,120,2026-06-18,paid,orders_06.csv
5445,182,120,2026-06-10,fulfilled,orders_06.csv
5446,171,50,2026-06-13,paid,orders_06.csv
5447,260,20,2026-06-28,paid,orders_06.csv
5448,253,120,2026-06-21,paid,orders_06.csv
5449,99,20,2026-06-11,paid,orders_06.csv
5450,301,80,2026-06-05,paid,orders_06.csv
5451,21,35,2026-06-26,cancelled,orders_06.csv
5452,208,50,2026-06-29,cancelled,orders_06.csv
5453,205,20,2026-06-02,paid,orders_06.csv
5454,24,15,2026-06-01,fulfilled,orders_06.csv
5455,393,80,2026-06-20,paid,orders_06.csv
5456,257,50,2026-06-26,cancelled,orders_06.csv
5457,316,15,2026-06-13,cancelled,orders_06.csv
5458,349,10,2026-06-29,paid,orders_06.csv
5459,342,80,2026-06-02,fulfilled,orders_06.csv
5460,391,15,2026-06-21,paid,orders_06.csv
5461,93,120,2026-06-22,paid,orders_06.csv
5462,397,10,2026-06-14,paid,orders_06.csv
5463,72,120,2026-06-12,paid,orders_06.csv
5464,364,20,2026-06-18,paid,orders_06.csv
5465,216,10,2026-06-06,paid,orders_06.csv
5466,221,50,2026-06-01,cancelled,orders_06.csv
5467,28,35,2026-06-30,cancelled,orders_06.csv
5468,21,120,2026-06-17,paid,orders_06.csv
5469,216,50,2026-06-25,fulfilled,orders_06.csv
5470,35,10,2026-06-15,fulfilled,orders_06.csv
5471,304,80,2026-06-20,paid,orders_06.csv
5472,395,35,2026-06-16,cancelled,orders_06.csv
5473,43,80,2026-06-04,fulfilled,orders_06.csv
5474,78,80,2026-06-07,paid,orders_06.csv
5475,3,10,2026-06-14,paid,orders_06.csv
5476,46,15,2026-06-28,paid,orders_06.csv
5477,242,10,2026-06-05,paid,orders_06.csv
5478,292,15,2026-06-24,fulfilled,orders_06.csv
5479,382,15,2026-06-24,paid,orders_06.csv
5480,397,80,2026-06-12,paid,orders_06.csv
5481,389,10,2026-06-24,paid,orders_06.csv
5482,286,80,2026-06-21,fulfilled,orders_06.csv
5483,343,20,2026-06-15,paid,orders_06.csv
5484,17,10,2026-06-23,paid,orders_06.csv
5485,334,80,2026-06-01,cancelled,orders_06.csv
5486,200,20,2026-06-03,paid,orders_06.csv
5487,308,15,2026-06-24,fulfilled,orders_06.csv
5488,31,20,2026-06-20,paid,orders_06.csv
5489,373,35,2026-06-19,fulfilled,orders_06.csv
5490,86,15,2026-06-22,paid,orders_06.csv
5491,331,15,2026-06-12,fulfilled,orders_06.csv
5492,198,120,2026-06-16,fulfilled,orders_06.csv
5493,387,50,2026-06-09,paid,orders_06.csv
5494,144,10,2026-06-10,cancelled,orders_06.csv
5495,361,120,2026-06-21,cancelled,orders_06.csv
5496,311,80,2026-06-11,paid,orders_06.csv
5497,78,50,2026-06-27,paid,orders_06.csv
5498,220,15,2026-06-19,fulfilled,orders_06.csv
5499,351,35,2026-06-13,cancelled,orders_06.csv
5500,120,120,2026-06-25,fulfilled,orders_06.csv
5501,353,10,2026-06-10,paid,orders_06.csv
5502,138,35,2026-06-09,paid,orders_06.csv
5503,391,120,2026-06-19,paid,orders_06.csv
5504,73,120,2026-06-10,cancelled,orders_06.csv
5505,141,120,2026-06-05,cancelled,orders_06.csv
5506,398,35,2026-06-22,paid,orders_06.csv
5507,44,50,2026-06-18,cancelled,orders_06.csv
5508,196,15,2026-06-16,paid,orders_06.csv
5509,311,10,2026-06-10,fulfilled,orders_06.csv
5510,363,15,2026-06-15,paid,orders_06.csv
5511,385,10,2026-06-19,fulfilled,orders_06.csv
5512,277,10,2026-06-15,cancelled,orders_06.csv
5513,182,120,2026-06-26,paid,orders_06.csv
5514,204,50,2026-06-08,cancelled,orders_06.csv
5515,133,120,2026-06-29,cancelled,orders_06.csv
5516,245,50,2026-06-11,cancelled,orders_06.csv
5517,97,15,2026-06-07,paid,orders_06.csv
5518,93,120,2026-06-03,paid,orders_06.csv
5519,296,50,2026-06-12,paid,orders_06.csv
5520,400,50,2026-06-13,paid,orders_06.csv
5521,23,35,2026-06-08,paid,orders_06.csv
5522,55,20,2026-06-28,fulfilled,orders_06.csv
5523,42,15,2026-06-26,paid,orders_06.csv
5524,16,20,2026-06-20,paid,orders_06.csv
5525,311,10,2026-06-17,paid,orders_06.csv
5526,105,120,2026-06-02,cancelled,orders_06.csv
5527,301,50,2026-06-16,paid,orders_06.csv
5528,399,20,2026-06-09,fulfilled,orders_06.csv
5529,229,120,2026-06-04,cancelled,orders_06.csv
5530,312,15,2026-06-27,paid,orders_06.csv
5531,20,20,2026-06-27,paid,orders_06.csv
5532,194,10,2026-06-06,paid,orders_06.csv
5533,18,50,2026-06-02,paid,orders_06.csv
5534,362,35,2026-06-28,fulfilled,orders_06.csv
5535,33,120,2026-06-28,cancelled,orders_06.csv
